valuation_date,portfolio_code,isin,daily_return_bps,contribution_bps
2025-02-11,FUND_A,AU000000BHP4,111.4,3.8525
2025-02-12,FUND_A,AU000000BHP4,38.59,1.4369
2025-02-13,FUND_A,AU000000BHP4,-83.43,-2.7517
2025-02-14,FUND_A,AU000000BHP4,93.83,3.3549
2025-02-17,FUND_A,AU000000BHP4,-0.99,-0.0302
2025-02-18,FUND_A,AU000000BHP4,91.2,2.83
2025-02-19,FUND_A,AU000000BHP4,70.45,2.5657
2025-02-20,FUND_A,AU000000BHP4,0.65,0.0243
2025-02-21,FUND_A,AU000000BHP4,-59.27,-2.0132
2025-02-24,FUND_A,AU000000BHP4,39.07,1.1726
2025-02-25,FUND_A,AU000000BHP4,27.01,0.8633
2025-02-26,FUND_A,AU000000BHP4,-44.91,-1.5306
2025-02-27,FUND_A,AU000000BHP4,-7.51,-0.2624
2025-02-28,FUND_A,AU000000BHP4,35.1,1.1277
2025-03-03,FUND_A,AU000000BHP4,-2.94,-0.1015
2025-03-04,FUND_A,AU000000BHP4,-4.66,-0.1636
2025-03-05,FUND_A,AU000000BHP4,30.47,1.1545
2025-03-06,FUND_A,AU000000BHP4,-1.02,-0.041
2025-03-07,FUND_A,AU000000BHP4,-112.65,-3.8136
2025-03-10,FUND_A,AU000000BHP4,-0.31,-0.0101
2025-03-11,FUND_A,AU000000BHP4,59.77,2.2129
2025-03-12,FUND_A,AU000000BHP4,61.88,2.0445
2025-03-13,FUND_A,AU000000BHP4,-52.23,-1.775
2025-03-14,FUND_A,AU000000BHP4,41.24,1.2818
2025-03-17,FUND_A,AU000000BHP4,199.2,7.0211
2025-03-18,FUND_A,AU000000BHP4,6.31,0.2091
2025-03-19,FUND_A,AU000000BHP4,-50.96,-1.9026
2025-03-20,FUND_A,AU000000BHP4,-66.9,-2.2129
2025-03-21,FUND_A,AU000000BHP4,22.73,0.8612
2025-03-24,FUND_A,AU000000BHP4,-44.16,-1.7712
2025-03-25,FUND_A,AU000000BHP4,-49.79,-1.8504
2025-03-26,FUND_A,AU000000BHP4,31.78,1.1989
2025-03-27,FUND_A,AU000000BHP4,43.18,1.4802
2025-03-28,FUND_A,AU000000BHP4,48.94,1.8275
2025-03-31,FUND_A,AU000000BHP4,51.3,1.8209
2025-01-02,FUND_A,XS1000000001,-30.77,-3.0694
2025-01-03,FUND_A,XS1000000001,-26.67,-2.58
2025-01-06,FUND_A,XS1000000001,34.52,3.531
2025-01-07,FUND_A,XS1000000001,16.4,1.5941
2025-01-08,FUND_A,XS1000000001,7.66,0.787
2025-01-09,FUND_A,XS1000000001,-38.38,-4.0113
2025-01-10,FUND_A,XS1000000001,-27.57,-2.8061
2025-01-13,FUND_A,XS1000000001,44.83,4.4551
2025-01-14,FUND_A,XS1000000001,-43.02,-4.3561
2025-01-15,FUND_A,XS1000000001,31.44,3.2416
2025-01-16,FUND_A,XS1000000001,12.88,1.2927
2025-01-17,FUND_A,XS1000000001,0.85,0.0826
2025-01-20,FUND_A,XS1000000001,-12.1,-1.2643
2025-01-21,FUND_A,XS1000000001,3.28,0.35
2025-01-22,FUND_A,XS1000000001,23.6,2.3689
2025-01-23,FUND_A,XS1000000001,65.68,6.819
2025-01-24,FUND_A,XS1000000001,4.22,0.4249
2025-01-27,FUND_A,XS1000000001,-24.92,-2.5595
2025-01-28,FUND_A,XS1000000001,36.58,3.7821
2025-01-29,FUND_A,XS1000000001,32.06,3.2916
2025-01-30,FUND_A,XS1000000001,-4.82,-0.4914
2025-01-31,FUND_A,XS1000000001,-17.87,-1.7195
2025-02-03,FUND_A,XS1000000001,-40.41,-3.9593
2025-02-04,FUND_A,XS1000000001,-14.54,-1.516
2025-02-05,FUND_A,XS1000000001,12.37,1.2249
2025-02-06,FUND_A,XS1000000001,7.74,0.768
2025-02-07,FUND_A,XS1000000001,56.48,5.6706
2025-02-10,FUND_A,XS1000000001,9.0,0.9106
2025-02-11,FUND_A,XS1000000001,-8.01,-0.8144
2025-02-12,FUND_A,XS1000000001,25.88,2.6291
2025-02-13,FUND_A,XS1000000001,41.83,4.2213
2025-02-14,FUND_A,XS1000000001,11.53,1.1907
2025-02-17,FUND_A,XS1000000001,-0.03,-0.0031
2025-02-18,FUND_A,XS1000000001,37.5,3.7632
2025-02-19,FUND_A,XS1000000001,-16.23,-1.6737
2025-02-20,FUND_A,XS1000000001,22.51,2.1808
2025-02-21,FUND_A,XS1000000001,25.64,2.6447
2025-02-24,FUND_A,XS1000000001,7.1,0.716
2025-02-25,FUND_A,XS1000000001,61.31,5.9394
2025-02-26,FUND_A,XS1000000001,-37.48,-3.6924
2025-02-27,FUND_A,XS1000000001,50.17,4.8599
2025-02-28,FUND_A,XS1000000001,-30.13,-3.0806
2025-03-03,FUND_A,XS1000000001,15.77,1.6131
2025-03-04,FUND_A,XS1000000001,-39.14,-3.8749
2025-03-05,FUND_A,XS1000000001,-37.76,-3.8234
2025-03-06,FUND_A,XS1000000001,-29.24,-2.9031
2025-03-07,FUND_A,XS1000000001,39.57,4.1292
2025-03-10,FUND_A,XS1000000001,-10.02,-1.0136
2025-03-11,FUND_A,XS1000000001,-45.33,-4.5372
2025-03-12,FUND_A,XS1000000001,-17.09,-1.6484
2025-03-13,FUND_A,XS1000000001,20.82,2.1069
2025-03-14,FUND_A,XS1000000001,-30.67,-3.2257
2025-03-17,FUND_A,XS1000000001,40.6,3.9444
2025-03-18,FUND_A,XS1000000001,5.27,0.5519
2025-03-19,FUND_A,XS1000000001,-8.76,-0.8736
2025-03-20,FUND_A,XS1000000001,13.06,1.2861
2025-03-21,FUND_A,XS1000000001,35.55,3.7184
2025-03-24,FUND_A,XS1000000001,10.52,1.071
2025-03-25,FUND_A,XS1000000001,36.82,3.8076
2025-03-26,FUND_A,XS1000000001,-10.69,-1.0326
2025-03-27,FUND_A,XS1000000001,9.31,0.8998
2025-03-28,FUND_A,XS1000000001,-15.97,-1.6603
2025-03-31,FUND_A,XS1000000001,-35.57,-3.4144
2025-01-02,FUND_A,XS1000000002,65.78,6.5145
2025-01-03,FUND_A,XS1000000002,-18.14,-1.9018
2025-01-06,FUND_A,XS1000000002,-44.79,-4.2968
2025-01-07,FUND_A,XS1000000002,-12.59,-1.2445
2025-01-08,FUND_A,XS1000000002,42.73,4.2069
2025-01-09,FUND_A,XS1000000002,-11.03,-1.1495
2025-01-10,FUND_A,XS1000000002,16.64,1.6116
2025-01-13,FUND_A,XS1000000002,10.23,1.054
2025-01-14,FUND_A,XS1000000002,15.58,1.6196
2025-01-15,FUND_A,XS1000000002,24.98,2.4439
2025-01-16,FUND_A,XS1000000002,16.4,1.732
2025-01-17,FUND_A,XS1000000002,25.33,2.6458
2025-01-20,FUND_A,XS1000000002,-27.83,-2.6898
2025-01-21,FUND_A,XS1000000002,-29.93,-2.9466
2025-01-22,FUND_A,XS1000000002,30.84,3.1505
2025-01-23,FUND_A,XS1000000002,20.51,2.13
2025-01-24,FUND_A,XS1000000002,-10.91,-1.1436
2025-01-27,FUND_A,XS1000000002,74.01,7.3724
2025-01-28,FUND_A,XS1000000002,-41.61,-4.0768
2025-01-29,FUND_A,XS1000000002,-6.46,-0.6355
2025-01-30,FUND_A,XS1000000002,8.69,0.9119
2025-01-31,FUND_A,XS1000000002,-28.25,-2.7915
2025-02-03,FUND_A,XS1000000002,-61.05,-6.1549
2025-02-04,FUND_A,XS1000000002,-17.54,-1.7711
2025-02-05,FUND_A,XS1000000002,19.22,2.0123
2025-02-06,FUND_A,XS1000000002,1.27,0.1319
2025-02-07,FUND_A,XS1000000002,15.4,1.586
2025-02-10,FUND_A,XS1000000002,-12.74,-1.2817
2025-02-11,FUND_A,XS1000000002,-21.27,-2.1904
2025-02-12,FUND_A,XS1000000002,28.05,2.8729
2025-02-13,FUND_A,XS1000000002,-12.51,-1.2662
2025-02-14,FUND_A,XS1000000002,30.67,3.0836
2025-02-17,FUND_A,XS1000000002,32.23,3.127
2025-02-18,FUND_A,XS1000000002,15.7,1.6014
2025-02-19,FUND_A,XS1000000002,-1.82,-0.1812
2025-02-20,FUND_A,XS1000000002,43.38,4.5782
2025-02-21,FUND_A,XS1000000002,-8.25,-0.8302
2025-02-24,FUND_A,XS1000000002,8.04,0.806
2025-02-25,FUND_A,XS1000000002,-71.91,-7.4111
2025-02-26,FUND_A,XS1000000002,-35.44,-3.6826
2025-02-27,FUND_A,XS1000000002,-11.05,-1.0976
2025-02-28,FUND_A,XS1000000002,19.32,2.0213
2025-03-03,FUND_A,XS1000000002,24.09,2.5413
2025-03-04,FUND_A,XS1000000002,-22.28,-2.2292
2025-03-05,FUND_A,XS1000000002,-7.61,-0.7609
2025-03-06,FUND_A,XS1000000002,-27.04,-2.7885
2025-03-07,FUND_A,XS1000000002,11.86,1.1911
2025-03-10,FUND_A,XS1000000002,14.46,1.5155
2025-03-11,FUND_A,XS1000000002,-23.55,-2.4715
2025-03-12,FUND_A,XS1000000002,17.18,1.7199
2025-03-13,FUND_A,XS1000000002,-13.11,-1.3449
2025-03-14,FUND_A,XS1000000002,-20.53,-2.1003
2025-03-17,FUND_A,XS1000000002,-28.73,-2.9555
2025-03-18,FUND_A,XS1000000002,-16.59,-1.6589
2025-03-19,FUND_A,XS1000000002,49.46,5.2365
2025-03-20,FUND_A,XS1000000002,15.59,1.5916
2025-03-21,FUND_A,XS1000000002,-1.1,-0.1089
2025-03-24,FUND_A,XS1000000002,4.28,0.4317
2025-03-25,FUND_A,XS1000000002,-10.59,-1.0641
2025-03-26,FUND_A,XS1000000002,-46.14,-4.4669
2025-03-27,FUND_A,XS1000000002,59.44,5.7246
2025-03-28,FUND_A,XS1000000002,67.0,6.6309
2025-03-31,FUND_A,XS1000000002,-14.92,-1.5561
2025-01-02,FUND_A,XS1000000003,-30.26,-3.6212
2025-01-03,FUND_A,XS1000000003,38.87,4.5802
2025-01-06,FUND_A,XS1000000003,10.85,1.2893
2025-01-07,FUND_A,XS1000000003,-1.57,-0.19
2025-01-08,FUND_A,XS1000000003,22.72,2.8516
2025-01-09,FUND_A,XS1000000003,-42.46,-5.0559
2025-01-10,FUND_A,XS1000000003,29.92,3.7918
2025-01-13,FUND_A,XS1000000003,-13.58,-1.6747
2025-01-14,FUND_A,XS1000000003,-31.6,-3.8352
2025-01-15,FUND_A,XS1000000003,-39.82,-4.6793
2025-01-16,FUND_A,XS1000000003,-47.74,-5.7812
2025-01-17,FUND_A,XS1000000003,1.02,0.1207
2025-01-20,FUND_A,XS1000000003,1.89,0.2253
2025-01-21,FUND_A,XS1000000003,8.87,1.082
2025-01-22,FUND_A,XS1000000003,16.24,1.8858
2025-01-23,FUND_A,XS1000000003,85.61,10.6236
2025-01-24,FUND_A,XS1000000003,-57.05,-6.8981
2025-01-27,FUND_A,XS1000000003,26.23,3.2763
2025-01-28,FUND_A,XS1000000003,65.73,7.844
2025-01-29,FUND_A,XS1000000003,-12.41,-1.5664
2025-01-30,FUND_A,XS1000000003,-23.57,-2.7521
2025-01-31,FUND_A,XS1000000003,-7.55,-0.913
2025-02-03,FUND_A,XS1000000003,-39.89,-4.8292
2025-02-04,FUND_A,XS1000000003,-32.49,-4.0266
2025-02-05,FUND_A,XS1000000003,-1.34,-0.1669
2025-02-06,FUND_A,XS1000000003,-7.61,-0.889
2025-02-07,FUND_A,XS1000000003,7.24,0.8501
2025-02-10,FUND_A,XS1000000003,2.69,0.3268
2025-02-11,FUND_A,XS1000000003,0.16,0.0191
2025-02-12,FUND_A,XS1000000003,30.0,3.6173
2025-02-13,FUND_A,XS1000000003,-35.01,-4.211
2025-02-14,FUND_A,XS1000000003,36.62,4.2743
2025-02-17,FUND_A,XS1000000003,2.2,0.2646
2025-02-18,FUND_A,XS1000000003,-24.44,-3.0484
2025-02-19,FUND_A,XS1000000003,-36.67,-4.4135
2025-02-20,FUND_A,XS1000000003,51.41,6.0386
2025-02-21,FUND_A,XS1000000003,-2.75,-0.3432
2025-02-24,FUND_A,XS1000000003,-7.13,-0.8864
2025-02-25,FUND_A,XS1000000003,-26.81,-3.3137
2025-02-26,FUND_A,XS1000000003,49.02,5.8183
2025-02-27,FUND_A,XS1000000003,-19.57,-2.3379
2025-02-28,FUND_A,XS1000000003,-4.54,-0.5676
2025-03-03,FUND_A,XS1000000003,-38.79,-4.7391
2025-03-04,FUND_A,XS1000000003,22.97,2.7947
2025-03-05,FUND_A,XS1000000003,10.1,1.2004
2025-03-06,FUND_A,XS1000000003,20.63,2.5064
2025-03-07,FUND_A,XS1000000003,16.09,1.9123
2025-03-10,FUND_A,XS1000000003,-25.07,-2.9877
2025-03-11,FUND_A,XS1000000003,-77.3,-9.2413
2025-03-12,FUND_A,XS1000000003,47.4,5.9585
2025-03-13,FUND_A,XS1000000003,24.62,2.9361
2025-03-14,FUND_A,XS1000000003,-6.65,-0.7901
2025-03-17,FUND_A,XS1000000003,18.43,2.2616
2025-03-18,FUND_A,XS1000000003,0.01,0.0012
2025-03-19,FUND_A,XS1000000003,46.15,5.6262
2025-03-20,FUND_A,XS1000000003,-7.16,-0.8764
2025-03-21,FUND_A,XS1000000003,7.42,0.9478
2025-03-24,FUND_A,XS1000000003,64.56,7.9359
2025-03-25,FUND_A,XS1000000003,33.91,4.0857
2025-03-26,FUND_A,XS1000000003,-33.04,-3.9306
2025-03-27,FUND_A,XS1000000003,36.56,4.3383
2025-03-28,FUND_A,XS1000000003,4.1,0.4873
2025-03-31,FUND_A,XS1000000003,3.98,0.472
2025-01-02,FUND_A,XS1000000005,22.71,1.9243
2025-01-03,FUND_A,XS1000000005,-23.82,-1.8572
2025-01-06,FUND_A,XS1000000005,18.86,1.5726
2025-01-07,FUND_A,XS1000000005,21.71,1.6625
2025-01-08,FUND_A,XS1000000005,-19.33,-1.5352
2025-01-09,FUND_A,XS1000000005,8.8,0.6803
2025-01-10,FUND_A,XS1000000005,15.08,1.2484
2025-01-13,FUND_A,XS1000000005,-23.57,-1.8569
2025-01-14,FUND_A,XS1000000005,5.48,0.4663
2025-01-15,FUND_A,XS1000000005,22.52,1.8293
2025-01-16,FUND_A,XS1000000005,-35.8,-3.0236
2025-01-17,FUND_A,XS1000000005,-2.17,-0.1736
2025-01-20,FUND_A,XS1000000005,-18.62,-1.5074
2025-01-21,FUND_A,XS1000000005,-41.97,-3.2435
2025-01-22,FUND_A,XS1000000005,-18.73,-1.5309
2025-01-23,FUND_A,XS1000000005,28.89,2.1954
2025-01-24,FUND_A,XS1000000005,9.04,0.6971
2025-01-27,FUND_A,XS1000000005,-8.52,-0.7388
2025-01-28,FUND_A,XS1000000005,-15.07,-1.2651
2025-01-29,FUND_A,XS1000000005,19.96,1.5997
2025-01-30,FUND_A,XS1000000005,-5.52,-0.4431
2025-01-31,FUND_A,XS1000000005,33.81,2.8325
2025-02-03,FUND_A,XS1000000005,30.85,2.378
2025-02-04,FUND_A,XS1000000005,51.46,4.0973
2025-02-05,FUND_A,XS1000000005,-4.74,-0.3848
2025-02-06,FUND_A,XS1000000005,-26.24,-2.21
2025-02-07,FUND_A,XS1000000005,-5.34,-0.4461
2025-02-10,FUND_A,XS1000000005,2.35,0.1875
2025-02-11,FUND_A,XS1000000005,10.69,0.8849
2025-02-12,FUND_A,XS1000000005,6.91,0.5821
2025-02-13,FUND_A,XS1000000005,41.66,3.5288
2025-02-14,FUND_A,XS1000000005,1.48,0.123
2025-02-17,FUND_A,XS1000000005,89.62,7.5788
2025-02-18,FUND_A,XS1000000005,12.43,1.0283
2025-02-19,FUND_A,XS1000000005,18.71,1.5106
2025-02-20,FUND_A,XS1000000005,-62.21,-5.2174
2025-02-21,FUND_A,XS1000000005,40.83,3.1263
2025-02-24,FUND_A,XS1000000005,-10.38,-0.8091
2025-02-25,FUND_A,XS1000000005,16.11,1.3463
2025-02-26,FUND_A,XS1000000005,-2.01,-0.167
2025-02-27,FUND_A,XS1000000005,-12.57,-1.0556
2025-02-28,FUND_A,XS1000000005,-20.54,-1.5875
2025-03-03,FUND_A,XS1000000005,3.82,0.3115
2025-03-04,FUND_A,XS1000000005,31.82,2.6572
2025-03-05,FUND_A,XS1000000005,-4.85,-0.3929
2025-03-06,FUND_A,XS1000000005,-74.96,-6.3104
2025-03-07,FUND_A,XS1000000005,-2.66,-0.2232
2025-03-10,FUND_A,XS1000000005,-54.0,-4.2819
2025-03-11,FUND_A,XS1000000005,-76.74,-6.4179
2025-03-12,FUND_A,XS1000000005,-54.84,-4.6172
2025-03-13,FUND_A,XS1000000005,26.37,2.1141
2025-03-14,FUND_A,XS1000000005,-22.15,-1.8082
2025-03-17,FUND_A,XS1000000005,9.66,0.7602
2025-03-18,FUND_A,XS1000000005,40.64,3.3667
2025-03-19,FUND_A,XS1000000005,-10.21,-0.8211
2025-03-20,FUND_A,XS1000000005,24.16,2.0192
2025-03-21,FUND_A,XS1000000005,30.5,2.3458
2025-03-24,FUND_A,XS1000000005,-5.86,-0.4776
2025-03-25,FUND_A,XS1000000005,-15.11,-1.1757
2025-03-26,FUND_A,XS1000000005,-32.33,-2.7186
2025-03-27,FUND_A,XS1000000005,3.37,0.2864
2025-03-28,FUND_A,XS1000000005,18.6,1.4948
2025-03-31,FUND_A,XS1000000005,41.75,3.1999
2025-01-02,FUND_A,XS1000000006,-40.25,-2.8467
2025-01-03,FUND_A,XS1000000006,3.25,0.2274
2025-01-06,FUND_A,XS1000000006,-40.39,-2.7185
2025-01-07,FUND_A,XS1000000006,-9.23,-0.6417
2025-01-08,FUND_A,XS1000000006,6.25,0.4323
2025-01-09,FUND_A,XS1000000006,-33.93,-2.453
2025-01-10,FUND_A,XS1000000006,63.14,4.5812
2025-01-13,FUND_A,XS1000000006,-14.13,-1.018
2025-01-14,FUND_A,XS1000000006,-14.64,-1.0318
2025-01-15,FUND_A,XS1000000006,4.3,0.3149
2025-01-16,FUND_A,XS1000000006,-29.32,-1.9823
2025-01-17,FUND_A,XS1000000006,1.88,0.1421
2025-01-20,FUND_A,XS1000000006,19.95,1.4577
2025-01-21,FUND_A,XS1000000006,-16.78,-1.162
2025-01-22,FUND_A,XS1000000006,18.4,1.2436
2025-01-23,FUND_A,XS1000000006,7.26,0.5092
2025-01-24,FUND_A,XS1000000006,11.0,0.779
2025-01-27,FUND_A,XS1000000006,-10.61,-0.7473
2025-01-28,FUND_A,XS1000000006,26.81,2.0168
2025-01-29,FUND_A,XS1000000006,-17.09,-1.2073
2025-01-30,FUND_A,XS1000000006,-48.63,-3.4312
2025-01-31,FUND_A,XS1000000006,-12.81,-0.8967
2025-02-03,FUND_A,XS1000000006,9.89,0.704
2025-02-04,FUND_A,XS1000000006,-10.87,-0.7779
2025-02-05,FUND_A,XS1000000006,-16.47,-1.0875
2025-02-06,FUND_A,XS1000000006,-10.27,-0.6869
2025-02-07,FUND_A,XS1000000006,49.46,3.6523
2025-02-10,FUND_A,XS1000000006,-14.48,-1.0198
2025-02-11,FUND_A,XS1000000006,-0.67,-0.0463
2025-02-12,FUND_A,XS1000000006,27.64,1.9162
2025-02-13,FUND_A,XS1000000006,74.72,5.3919
2025-02-14,FUND_A,XS1000000006,-11.43,-0.8402
2025-02-17,FUND_A,XS1000000006,0.9,0.0601
2025-02-18,FUND_A,XS1000000006,-8.41,-0.6009
2025-02-19,FUND_A,XS1000000006,7.72,0.5634
2025-02-20,FUND_A,XS1000000006,40.06,2.7575
2025-02-21,FUND_A,XS1000000006,9.74,0.7002
2025-02-24,FUND_A,XS1000000006,34.86,2.5237
2025-02-25,FUND_A,XS1000000006,33.34,2.4795
2025-02-26,FUND_A,XS1000000006,1.35,0.1022
2025-02-27,FUND_A,XS1000000006,-55.73,-3.9396
2025-02-28,FUND_A,XS1000000006,8.37,0.596
2025-03-03,FUND_A,XS1000000006,-36.79,-2.7967
2025-03-04,FUND_A,XS1000000006,52.86,3.8636
2025-03-05,FUND_A,XS1000000006,0.22,0.0146
2025-03-06,FUND_A,XS1000000006,5.62,0.4166
2025-03-07,FUND_A,XS1000000006,-17.34,-1.2148
2025-03-10,FUND_A,XS1000000006,5.41,0.4057
2025-03-11,FUND_A,XS1000000006,53.53,3.6359
2025-03-12,FUND_A,XS1000000006,-15.53,-1.0424
2025-03-13,FUND_A,XS1000000006,19.13,1.2853
2025-03-14,FUND_A,XS1000000006,-8.14,-0.552
2025-03-17,FUND_A,XS1000000006,46.96,3.3241
2025-03-18,FUND_A,XS1000000006,-47.05,-3.4611
2025-03-19,FUND_A,XS1000000006,-11.13,-0.771
2025-03-20,FUND_A,XS1000000006,53.97,3.8651
2025-03-21,FUND_A,XS1000000006,-13.08,-0.8835
2025-03-24,FUND_A,XS1000000006,14.14,1.0598
2025-03-25,FUND_A,XS1000000006,-12.06,-0.8392
2025-03-26,FUND_A,XS1000000006,-24.23,-1.8137
2025-03-27,FUND_A,XS1000000006,-13.75,-1.0103
2025-03-28,FUND_A,XS1000000006,40.9,2.6531
2025-03-31,FUND_A,XS1000000006,-3.06,-0.2216
2025-01-02,FUND_A,XS1000000008,-4.13,-0.3925
2025-01-03,FUND_A,XS1000000008,36.57,3.3583
2025-01-06,FUND_A,XS1000000008,6.66,0.6228
2025-01-07,FUND_A,XS1000000008,12.11,1.1519
2025-01-08,FUND_A,XS1000000008,7.7,0.7236
2025-01-09,FUND_A,XS1000000008,67.76,5.8505
2025-01-10,FUND_A,XS1000000008,-29.57,-2.5552
2025-01-13,FUND_A,XS1000000008,-16.2,-1.4187
2025-01-14,FUND_A,XS1000000008,-66.09,-5.8534
2025-01-15,FUND_A,XS1000000008,-25.22,-2.1994
2025-01-16,FUND_A,XS1000000008,-63.71,-6.0468
2025-01-17,FUND_A,XS1000000008,28.96,2.5724
2025-01-20,FUND_A,XS1000000008,0.64,0.0588
2025-01-21,FUND_A,XS1000000008,-18.11,-1.6348
2025-01-22,FUND_A,XS1000000008,20.44,1.8107
2025-01-23,FUND_A,XS1000000008,-3.23,-0.2832
2025-01-24,FUND_A,XS1000000008,26.14,2.4216
2025-01-27,FUND_A,XS1000000008,-2.9,-0.2546
2025-01-28,FUND_A,XS1000000008,-73.22,-6.4877
2025-01-29,FUND_A,XS1000000008,26.33,2.4815
2025-01-30,FUND_A,XS1000000008,-14.03,-1.2037
2025-01-31,FUND_A,XS1000000008,-17.33,-1.5388
2025-02-03,FUND_A,XS1000000008,-13.11,-1.2129
2025-02-04,FUND_A,XS1000000008,-23.82,-2.0905
2025-02-05,FUND_A,XS1000000008,61.62,5.3905
2025-02-06,FUND_A,XS1000000008,-12.49,-1.1853
2025-02-07,FUND_A,XS1000000008,-3.08,-0.2681
2025-02-10,FUND_A,XS1000000008,-52.58,-4.8357
2025-02-11,FUND_A,XS1000000008,6.04,0.5462
2025-02-12,FUND_A,XS1000000008,-6.14,-0.5444
2025-02-13,FUND_A,XS1000000008,-13.23,-1.2896
2025-02-14,FUND_A,XS1000000008,-20.2,-1.7723
2025-02-17,FUND_A,XS1000000008,16.98,1.6073
2025-02-18,FUND_A,XS1000000008,4.1,0.3869
2025-02-19,FUND_A,XS1000000008,22.15,2.0253
2025-02-20,FUND_A,XS1000000008,19.95,1.7337
2025-02-21,FUND_A,XS1000000008,-32.44,-3.0591
2025-02-24,FUND_A,XS1000000008,9.86,0.9261
2025-02-25,FUND_A,XS1000000008,-28.5,-2.7076
2025-02-26,FUND_A,XS1000000008,1.98,0.1786
2025-02-27,FUND_A,XS1000000008,-3.03,-0.2884
2025-02-28,FUND_A,XS1000000008,-10.58,-0.9379
2025-03-03,FUND_A,XS1000000008,16.4,1.4916
2025-03-04,FUND_A,XS1000000008,-5.69,-0.5188
2025-03-05,FUND_A,XS1000000008,48.57,4.3691
2025-03-06,FUND_A,XS1000000008,26.62,2.3576
2025-03-07,FUND_A,XS1000000008,55.47,4.9958
2025-03-10,FUND_A,XS1000000008,-53.82,-5.0901
2025-03-11,FUND_A,XS1000000008,-29.25,-2.6541
2025-03-12,FUND_A,XS1000000008,10.6,0.9952
2025-03-13,FUND_A,XS1000000008,1.54,0.1363
2025-03-14,FUND_A,XS1000000008,86.58,8.0607
2025-03-17,FUND_A,XS1000000008,18.18,1.6776
2025-03-18,FUND_A,XS1000000008,-10.33,-0.9463
2025-03-19,FUND_A,XS1000000008,2.02,0.1896
2025-03-20,FUND_A,XS1000000008,-6.56,-0.6069
2025-03-21,FUND_A,XS1000000008,27.26,2.4151
2025-03-24,FUND_A,XS1000000008,-1.46,-0.137
2025-03-25,FUND_A,XS1000000008,26.06,2.2871
2025-03-26,FUND_A,XS1000000008,1.55,0.1384
2025-03-27,FUND_A,XS1000000008,22.62,2.1522
2025-03-28,FUND_A,XS1000000008,-13.36,-1.144
2025-03-31,FUND_A,XS1000000008,6.12,0.5758
2025-01-02,FUND_B,DE0005140008,-88.77,-12.939
2025-01-03,FUND_B,DE0005140008,-63.02,-9.6408
2025-01-06,FUND_B,DE0005140008,38.32,5.932
2025-01-07,FUND_B,DE0005140008,76.35,11.0698
2025-01-08,FUND_B,DE0005140008,-20.55,-3.0859
2025-01-09,FUND_B,DE0005140008,-48.17,-7.3116
2025-01-10,FUND_B,DE0005140008,-24.62,-3.6365
2025-01-13,FUND_B,DE0005140008,21.85,3.2639
2025-01-14,FUND_B,DE0005140008,-123.8,-18.6552
2025-01-15,FUND_B,DE0005140008,-110.59,-16.7564
2025-01-16,FUND_B,DE0005140008,6.95,1.0332
2025-01-17,FUND_B,DE0005140008,-41.13,-6.1717
2025-01-20,FUND_B,DE0005140008,-64.44,-9.5729
2025-01-21,FUND_B,DE0005140008,31.26,4.5577
2025-01-22,FUND_B,DE0005140008,-29.65,-4.4325
2025-01-23,FUND_B,DE0005140008,151.35,22.5331
2025-01-24,FUND_B,DE0005140008,47.03,7.0383
2025-01-27,FUND_B,DE0005140008,-45.21,-6.5811
2025-01-28,FUND_B,DE0005140008,14.62,2.2122
2025-01-29,FUND_B,DE0005140008,99.22,15.1071
2025-01-30,FUND_B,DE0005140008,-94.4,-13.7959
2025-01-31,FUND_B,DE0005140008,-11.07,-1.6403
2025-02-03,FUND_B,DE0005140008,112.94,17.0747
2025-02-04,FUND_B,DE0005140008,-113.5,-17.5575
2025-02-05,FUND_B,DE0005140008,8.85,1.3795
2025-02-06,FUND_B,DE0005140008,-39.69,-6.1222
2025-02-07,FUND_B,DE0005140008,-90.05,-13.3584
2025-02-10,FUND_B,DE0005140008,-31.59,-4.6904
2025-02-11,FUND_B,DE0005140008,82.22,12.5728
2025-02-12,FUND_B,DE0005140008,160.72,23.8957
2025-02-13,FUND_B,DE0005140008,-16.1,-2.4364
2025-02-14,FUND_B,DE0005140008,115.43,17.4098
2025-02-17,FUND_B,DE0005140008,25.5,3.7167
2025-02-18,FUND_B,DE0005140008,2.37,0.3652
2025-02-19,FUND_B,DE0005140008,25.57,3.8056
2025-02-20,FUND_B,DE0005140008,2.53,0.3734
2025-02-21,FUND_B,DE0005140008,21.72,3.1795
2025-02-24,FUND_B,DE0005140008,10.98,1.6688
2025-02-25,FUND_B,DE0005140008,-22.58,-3.44
2025-02-26,FUND_B,DE0005140008,-133.13,-19.5938
2025-02-27,FUND_B,DE0005140008,32.38,4.9674
2025-02-28,FUND_B,DE0005140008,-105.97,-16.0164
2025-03-03,FUND_B,DE0005140008,6.78,1.0527
2025-03-04,FUND_B,DE0005140008,-36.49,-5.5633
2025-03-05,FUND_B,DE0005140008,-13.98,-2.1303
2025-03-06,FUND_B,DE0005140008,12.26,1.8362
2025-03-07,FUND_B,DE0005140008,16.94,2.5623
2025-03-10,FUND_B,DE0005140008,35.82,5.2696
2025-03-11,FUND_B,DE0005140008,-132.36,-19.883
2025-03-12,FUND_B,DE0005140008,31.23,4.5708
2025-03-13,FUND_B,DE0005140008,-55.96,-8.1681
2025-03-14,FUND_B,DE0005140008,72.64,10.6234
